Company,link href,Vegan (all on here are vegan ),Features Peta Logo,PETA Business Friends
Neeta Naturals,https://crueltyfree.peta.org/company/neeta-naturals/,,L,
Nefer Lashes,https://crueltyfree.peta.org/company/nefer-lashes/,,L,
NeilMed Pharmaceuticals,https://crueltyfree.peta.org/company/neilmed-pharmaceuticals/,,L,
Nemat International,https://crueltyfree.peta.org/company/nemat-international/,,L,
NEOSLAB (NS RETAIL),https://crueltyfree.peta.org/company/neoslab-ns-retail/,,L,
NEOVEGA,https://crueltyfree.peta.org/company/neovega/,,L,
Nerea Skincare,https://crueltyfree.peta.org/company/nerea-skincare/,,L,
NeRODA,https://crueltyfree.peta.org/company/neroda/,,L,
Neuma Beauty,https://crueltyfree.peta.org/company/neuma-beauty/,,L,
New Age & Co.,https://crueltyfree.peta.org/company/new-age-co/,,L,
New Shell,https://crueltyfree.peta.org/company/new-shell/,,,
New World Cosmetics,https://crueltyfree.peta.org/company/new-world-cosmetics/,,L,
newma,https://crueltyfree.peta.org/company/newma/,,L,
Next Phase,https://crueltyfree.peta.org/company/next-phase/,,L,
Nic & Co.,https://crueltyfree.peta.org/company/nic-co/,,,
Nice One (Cotton on Foundation),https://crueltyfree.peta.org/company/nice-one-cotton-on-foundation/,,,
NiceDeco Gel Polish,https://crueltyfree.peta.org/company/nicedeco-guangzhou-changyou-e-commerce/,,L,
Nicki’s Diaper,https://crueltyfree.peta.org/company/nickis-diaper/,,L,
Nightwork Candle,https://crueltyfree.peta.org/company/nightwork-candle/,,,
Niir,https://crueltyfree.peta.org/company/niir/,,L,
Nino Nana,https://crueltyfree.peta.org/company/nino-nana/,,L,
Niora,https://crueltyfree.peta.org/company/niora/,,L,
Niu Smile,https://crueltyfree.peta.org/company/niu-smile/,,L,
Niucoco,https://crueltyfree.peta.org/company/niucoco/,,L,
NIVEL,https://crueltyfree.peta.org/company/nivel/,,L,
NIXE,https://crueltyfree.peta.org/company/nixe-care/,,L,
nkm Naturkosmetik MOnchen,https://crueltyfree.peta.org/company/nkm-naturkosmetik-monchen/,,,
No Bull Beauty,https://crueltyfree.peta.org/company/no-bull-beauty/,,L,
NO-DUPE,https://crueltyfree.peta.org/company/no-dupe/,,L,
No Fade Fresh,https://crueltyfree.peta.org/company/no-fade-fresh/,,L,
No Mercy,https://crueltyfree.peta.org/company/no-mercy/,,L,
Noble Touch,https://crueltyfree.peta.org/company/noble-touch/,,L,
Nohailo,https://crueltyfree.peta.org/company/nohailo/,,,
NoHarm Beauty,https://crueltyfree.peta.org/company/noharm-beauty/,,L,
NOLAHOUR,https://crueltyfree.peta.org/company/nolahour/,,L,
Noms+,https://crueltyfree.peta.org/company/noms/,,L,
NONIQUE,https://crueltyfree.peta.org/company/nonique/,,L,
Nooda srl,https://crueltyfree.peta.org/company/nooda-srl/,,L,
NOOMI Stockholm,https://crueltyfree.peta.org/company/noomi-stockholm/,,L,
Nooni,https://crueltyfree.peta.org/company/nooni/,,L,
NOPALERA,https://crueltyfree.peta.org/company/nopalera/,,,
Nordic Cosmetics,https://crueltyfree.peta.org/company/nordic-cosmetics/,,L,
Nordics Bamboo,https://crueltyfree.peta.org/company/nordics-bamboo/,,,
NormVegan (BMI Aesthetics & Cosmetology Academy),https://crueltyfree.peta.org/company/normvegan-bmi-aesthetics-cosmetology-academy/,,L,
North American Hemp Co.,https://crueltyfree.peta.org/company/north-american-hemp-co/,,L,
North Coast Organics,https://crueltyfree.peta.org/company/north-coast-organics/,,L,
Northbloom AB,https://crueltyfree.peta.org/company/northbloom-ab/,,L,
Norz,https://crueltyfree.peta.org/company/norz/,,L,
Nosta Beauty,https://crueltyfree.peta.org/company/nosta-beauty/,,L,
NOTO Botanics,https://crueltyfree.peta.org/company/noto-botanics/,,,
Noudle Pets,https://crueltyfree.peta.org/company/noudle-pets/,,L,
Noughty haircare,https://crueltyfree.peta.org/company/noughty-haircare/,,L,
Nourish Mantra,https://crueltyfree.peta.org/company/nourish-mantra/,,L,
NOUVEAU/ORGANICA,https://crueltyfree.peta.org/company/nouveau-organica/,,,
NOV NATURAL ORGANIC VEGAN,https://crueltyfree.peta.org/company/nov-natural-organic-vegan/,,L,
Nova Cosméticos,https://crueltyfree.peta.org/company/nova-cosmeticos/,,L,
Nova Hera Comercio Varejista de Cosméticos,https://crueltyfree.peta.org/company/nova-hera-comercio-varejista-de-cosmeticos/,,,
Nova Mink,https://crueltyfree.peta.org/company/nova-mink/,,,
NovaNation,https://crueltyfree.peta.org/company/novanation/,,L,
Novathena – savonnerie artisanale,https://crueltyfree.peta.org/company/novathena-savonnerie-artisanale/,,L,
NovAurora Organic Skin Care,https://crueltyfree.peta.org/company/novaurora-organic-skin-care/,,L,
NOVEMBER NINETEENTH,https://crueltyfree.peta.org/company/november-nineteenth/,,L,
Novesan SpA,https://crueltyfree.peta.org/company/novesan-spa/,,L,
Noviole dermo cosmetics,https://crueltyfree.peta.org/company/noviole-dermo-cosmetics/,,L,
NOX DETOX (AMISOBOOJ PRIVATE LIMITED),https://crueltyfree.peta.org/company/nox-detox-amisobooj-private-limited/,,,
NP Kozmetic,https://crueltyfree.peta.org/company/np-kozmetic/,,L,
NUDA EST,https://crueltyfree.peta.org/company/nuda-est/,,L,
Nude Beauty Products,https://crueltyfree.peta.org/company/nude-beauty-products/,,L,
Nude By Lust,https://crueltyfree.peta.org/company/nude-by-lust/,,L,
Nude Envie,https://crueltyfree.peta.org/company/nude-envie/,,L,
Nude In Bude Natural Skincare,https://crueltyfree.peta.org/company/nude-in-bude-natural-skincare/,,L,
Nuebiome,https://crueltyfree.peta.org/company/nuebiome/,,L,
NUENCE (ODOCA SAS),https://crueltyfree.peta.org/company/nuence-odoca-sas/,,L,
NUI Cosmetics (SAVUE GmbH),https://crueltyfree.peta.org/company/nui-cosmetics-savue-gmbh/,,L,
Number 4 Hair Care,https://crueltyfree.peta.org/company/number-4-hair-care/,,L,
NuRevealSkincare,https://crueltyfree.peta.org/company/nurevealskincare/,,L,
Nutri-Ox (Henkel),https://crueltyfree.peta.org/company/nutri-ox/,,,
"NuTru, Inc.",https://crueltyfree.peta.org/company/nutru-inc/,,,
Nuts Organic,https://crueltyfree.peta.org/company/nuts-organic/,,,
NuVsio,https://crueltyfree.peta.org/company/nuvsio/,,L,
Nuwena,https://crueltyfree.peta.org/company/nuwena/,,L,
nyl skincare,https://crueltyfree.peta.org/company/nyl-skincare/,,L,
Nyor,https://crueltyfree.peta.org/company/nyor/,,L,
Oak and Ashland,https://crueltyfree.peta.org/company/oak-and-ashland/,,L,
Oasea Laboratories,https://crueltyfree.peta.org/company/oasea-laboratories/,,,
OBIA Natural Hair Care,https://crueltyfree.peta.org/company/obia-natural-hair-care/,,L,
"Obsessive Compulsive Cosmetics, Inc.",https://crueltyfree.peta.org/company/obsessive-compulsive-cosmetics-inc/,,L,
Ocean Olive,https://crueltyfree.peta.org/company/ocean-olive/,,L,
October Fields,https://crueltyfree.peta.org/company/october-fields/,,L,
Odeene,https://crueltyfree.peta.org/company/odeene/,,L,
Odist,https://crueltyfree.peta.org/company/odist/,,L,
OF NATURE,https://crueltyfree.peta.org/company/of-nature/,,L,
OFRA Cosmetics,https://crueltyfree.peta.org/company/ofra-cosmetics/,,,
Ogaenics,https://crueltyfree.peta.org/company/ogaenics/,,L,
Oh Fresh Cosmetics,https://crueltyfree.peta.org/company/oh-fresh-cosmetics/,,L,
Oh My! Cosmetics,https://crueltyfree.peta.org/company/oh-my-cosmetics/,,L,
OH MY LASH,https://crueltyfree.peta.org/company/oh-my-lash/,,,
"Oh, Si Belle",https://crueltyfree.peta.org/company/oh-si-belle/,,L,
OHAVE,https://crueltyfree.peta.org/company/ohave/,,L,
Ohayo By Abitha,https://crueltyfree.peta.org/company/ohayo-by-abitha/,,,
OhMyGlitter,https://crueltyfree.peta.org/company/ohmyglitter/,,L,
OilivingLife,https://crueltyfree.peta.org/company/oilivinglife/,,L,
Oio Lab,https://crueltyfree.peta.org/company/oio-lab/,,L,
Ojavan Products,https://crueltyfree.peta.org/company/ojavan-products/,,L,
OKAYY!,https://crueltyfree.peta.org/company/okayy/,,L,
OKOKO Cosmétiques,https://crueltyfree.peta.org/company/okoko-cosmetiques/,,L,
Olala! French Cosmetics,https://crueltyfree.peta.org/company/olala-french-cosmetics/,,,
OLAS,https://crueltyfree.peta.org/company/olas/,,L,
OL:DAM,https://crueltyfree.peta.org/company/oldam/,,L,
OLEO BODYCARE,https://crueltyfree.peta.org/company/oleo-bodycare/,,L,
Ölfaktorisch,https://crueltyfree.peta.org/company/olfaktorisch/,,L,
Olivella (Umbria Olii International USA),https://crueltyfree.peta.org/company/olivella-umbria-olii-international-usa/,,,
Olivia Care,https://crueltyfree.peta.org/company/olivia-care/,,L,
Olora,https://crueltyfree.peta.org/company/olora/,,L,
O’LOURE BEAUTY (Oloure Kozmetik),https://crueltyfree.peta.org/company/oloure-beauty-oloure-kozmetik/,,,
OM made,https://crueltyfree.peta.org/company/om-made/,,L,
OMAKA Naturkosmetik,https://crueltyfree.peta.org/company/omaka-naturkosmetik/,,L,
Ombelle,https://crueltyfree.peta.org/company/ombelle/,,L,
OMIT Headcare,https://crueltyfree.peta.org/company/omit-headcare/,,L,
Omni Hiraya LLC,https://crueltyfree.peta.org/company/omni-hiraya-llc/,,L,
OMNITURAL SAS,https://crueltyfree.peta.org/company/omnitural-sas/,,L,
Omoils,https://crueltyfree.peta.org/company/omoils/,,L,
Omum (NAADAM NATURE),https://crueltyfree.peta.org/company/omum-naadam-nature/,,L,
Omved,https://crueltyfree.peta.org/company/omved/,,,
onå new york,https://crueltyfree.peta.org/company/ona-new-york/,,L,
One Cure,https://crueltyfree.peta.org/company/one-cure/,,,
One Day Bio Cosmetics,https://crueltyfree.peta.org/company/one-day-bio-cosmetics/,,L,
One Group Biologique,https://crueltyfree.peta.org/company/one-group-biologique/,,L,
One Therapy,https://crueltyfree.peta.org/company/one-therapy/,,L,
One With Nature,https://crueltyfree.peta.org/company/one-with-nature/,,,
One You Limited,https://crueltyfree.peta.org/company/one-you-limited/,,,
One2Infinity,https://crueltyfree.peta.org/company/one2infinity/,,,
Ongredients,https://crueltyfree.peta.org/company/ongredients/,,L,
ONIRO,https://crueltyfree.peta.org/company/oniro/,,L,
ONME,https://crueltyfree.peta.org/company/onme/,,L,
ONNE,https://crueltyfree.peta.org/company/onne/,,L,
Onyx Brands,https://crueltyfree.peta.org/company/onyx-brands/,,L,
oOlution (Seed to seed),https://crueltyfree.peta.org/company/oolution-seed-to-seed/,,L,
Opagee,https://crueltyfree.peta.org/company/opagee/,,L,
OPPIDUM,https://crueltyfree.peta.org/company/oppidum/,,L,
Optimale Cosmetologie,https://crueltyfree.peta.org/company/optimale-cosmetologie/,,L,
OPV Beauty,https://crueltyfree.peta.org/company/opv-beauty/,,L,
Ora d’oro Beauty,https://crueltyfree.peta.org/company/ora-doro-beauty/,,L,
Ora Organic (Vital Amine),https://crueltyfree.peta.org/company/ora-organic-vital-amine/,,L,
Ora d’oro Beauty,https://crueltyfree.peta.org/company/oradoro-beauty/,,,
Orange-Mate,https://crueltyfree.peta.org/company/orange-mate/,,L,
Orbitpad,https://crueltyfree.peta.org/company/orbitpad/,,L,
Orchard Harvest Soap Co.,https://crueltyfree.peta.org/company/orchard-harvest-soap-co/,,L,
Orea Skincare,https://crueltyfree.peta.org/company/orea-skincare/,,L,
Orebella,https://crueltyfree.peta.org/company/orebella/,,L,
Orenda Skin Care,https://crueltyfree.peta.org/company/orenda-skin-care/,,,
Orga Tre,https://crueltyfree.peta.org/company/orga-tre/,,,
Orgametics,https://crueltyfree.peta.org/company/orgametics/,,L,
ORGAMYRA KOZMETİK,https://crueltyfree.peta.org/company/orgamyra-kozmetik/,,L,
Organic and Nature,https://crueltyfree.peta.org/company/organic-and-nature/,,L,
Organic Bridge,https://crueltyfree.peta.org/company/organic-bridge/,,L,
Organic Cosmetica,https://crueltyfree.peta.org/company/organic-cosmetica/,,L,
Organic Grooming,https://crueltyfree.peta.org/company/organic-grooming/,,,
Organic Oscar,https://crueltyfree.peta.org/company/organic-oscar/,,L,
Organic Rosehip Skincare,https://crueltyfree.peta.org/company/organic-rosehip-skincare/,,L,
Organic Skin by Myriam,https://crueltyfree.peta.org/company/organic-skin-by-myriam/,,L,
Organic Youth,https://crueltyfree.peta.org/company/organic-youth/,,,
Organically Epic,https://crueltyfree.peta.org/company/organically-epic/,,L,
Organic&Pa,https://crueltyfree.peta.org/company/organicpa/,,L,
Organicum  (Isikterapi),https://crueltyfree.peta.org/company/organicum-isikterapi/,,L,
ORGANii,https://crueltyfree.peta.org/company/organii/,,L,
Organik Orangutan,https://crueltyfree.peta.org/company/organik-orangutan/,,L,
ORIAD ATHENS,https://crueltyfree.peta.org/company/oriad-athens/,,L,
Oribel Organics,https://crueltyfree.peta.org/company/oribel-organics/,,,
Original Good Goods,https://crueltyfree.peta.org/company/original-good-goods/,,L,
Original Sprout…,https://crueltyfree.peta.org/company/original-sprout/,,L,
Originem Vitae SPA,https://crueltyfree.peta.org/company/originem-vitae-spa/,,,
ORINE (Market for Home),https://crueltyfree.peta.org/company/orine-market-for-home/,,,
ORL Labs,https://crueltyfree.peta.org/company/orl-labs/,,L,
orrobe,https://crueltyfree.peta.org/company/orrobe-ad-international-corp/,,L,
ORTA SKINCARE,https://crueltyfree.peta.org/company/orta-skincare/,,L,
OSEA,https://crueltyfree.peta.org/company/osea/,,,
OSEA Malibu,https://crueltyfree.peta.org/company/osea-malibu/,,L,
Oserth,https://crueltyfree.peta.org/company/oserth/,,L,
OSH,https://crueltyfree.peta.org/company/osh/,,L,
Oshadhi USA,https://crueltyfree.peta.org/company/oshadhi-usa/,,,
OshunRa Vegan Beauty,https://crueltyfree.peta.org/company/oshunra-vegan-beauty/,,L,
OSKAR GmbH,https://crueltyfree.peta.org/company/oskar/,,,
Otantic Pharma,https://crueltyfree.peta.org/company/otantic-pharma/,,L,
Oteria (Rivpra Formulation),https://crueltyfree.peta.org/company/oteria-rivpra-formulation/,,L,
Otis Batterbee,https://crueltyfree.peta.org/company/otis-batterbee/,,L,
OTZI,https://crueltyfree.peta.org/company/otzi/,,L,
OUDLUX,https://crueltyfree.peta.org/company/oudlux/,,,
Our Vegan,https://crueltyfree.peta.org/company/our-vegan/,,L,
Outdoor Freakz,https://crueltyfree.peta.org/company/outdoor-freakz/,,L,
Outside/In Cosmetics,https://crueltyfree.peta.org/company/outside-in-cosmetics/,,,
oVertone Haircare,https://crueltyfree.peta.org/company/overtone-haircare/,,L,
OVI SKIN,https://crueltyfree.peta.org/company/ovi-skin/,,L,
OVO Skincare,https://crueltyfree.peta.org/company/ovo-skincare/,,L,
Oxbloode,https://crueltyfree.peta.org/company/oxbloode/,,L,
Oxyfresh Worldwide,https://crueltyfree.peta.org/company/oxyfresh-worldwide/,,,
Oxygenetix,https://crueltyfree.peta.org/company/oxygenetix/,,L,
Oxygeni Hair,https://crueltyfree.peta.org/company/oxygeni-hair/,,L,
Oxynails,https://crueltyfree.peta.org/company/oxynails/,,,
OYO Baby,https://crueltyfree.peta.org/company/oyo-baby/,,L,
Ozbotanical,https://crueltyfree.peta.org/company/ozbotanical/,,L,
OZMEE,https://crueltyfree.peta.org/company/ozmee/,,L,
Pachamamaï,https://crueltyfree.peta.org/company/pachamamai/,,L,
Pacifica,https://crueltyfree.peta.org/company/pacifica/,,L,
Pact Trade A/S,https://crueltyfree.peta.org/company/pact-trade-a-s/,,L,
Paedi Protect,https://crueltyfree.peta.org/company/paedi-protect/,,L,
Painted Lips,https://crueltyfree.peta.org/company/painted-lips/,,,
Paivä,https://crueltyfree.peta.org/company/paiva/,,L,
Pakahi Natural Cosmetics,https://crueltyfree.peta.org/company/pakahi-natural-cosmetics/,,,
Pallas Athene Soap,https://crueltyfree.peta.org/company/pallas-athene-soap/,,,
Paloma Belle Organic Skincare,https://crueltyfree.peta.org/company/paloma-belle-organic-skincare/,,L,
Pamada,https://crueltyfree.peta.org/company/pamada/,,L,
Panda Bambu,https://crueltyfree.peta.org/company/panda-bambu/,,L,
Panna Soaps,https://crueltyfree.peta.org/company/panna-soaps/,,L,
Pantys,https://crueltyfree.peta.org/company/pantys/,,L,
Paper Cosmetics,https://crueltyfree.peta.org/company/paper-cosmetics/,,L,
Paper Street Soap Co.,https://crueltyfree.peta.org/company/paper-street-soap-co/,,,
Para-Sol Cosmetics,https://crueltyfree.peta.org/company/para-sol-cosmetics/,,L,
Paradise Candles of Hawaii,https://crueltyfree.peta.org/company/paradise-candles-of-hawaii/,,L,
Paradise Skin Co.,https://crueltyfree.peta.org/company/paradise-skin-co/,,,
Paradox Beauty,https://crueltyfree.peta.org/company/paradox-beauty/,,,
Parentex,https://crueltyfree.peta.org/company/parantex/,,L,
Park Acre,https://crueltyfree.peta.org/company/park-acre/,,L,
Parker & Co.,https://crueltyfree.peta.org/company/parker-co/,,L,
PASSION INDULGE,https://crueltyfree.peta.org/company/passion-indulge/,,L,
Patch Me Up Organics,https://crueltyfree.peta.org/company/patch-me-up-organics/,,,
Patisserie Beauty,https://crueltyfree.peta.org/company/patisserie-beauty/,,L,
Pato Pato,https://crueltyfree.peta.org/company/pato-pato/,,L,
Paul Mazzotta,https://crueltyfree.peta.org/company/paul-mazzotta/,,,
Paw & Bloom,https://crueltyfree.peta.org/company/paw-bloom/,,,
Paws and Play (Rev Motive),https://crueltyfree.peta.org/company/paws-and-play-rev-motive/,,,
PawsnBoots,https://crueltyfree.peta.org/company/pawsnboots/,,L,
PAZ ARTESANAL,https://crueltyfree.peta.org/company/paz-artesanal/,,,
Paz et Lune,https://crueltyfree.peta.org/company/paz-et-lune/,,L,
PDL Cosmetics,https://crueltyfree.peta.org/company/pdl-cosmetics/,,,
Peacci,https://crueltyfree.peta.org/company/peacci/,,L,
Peace Love TSD,https://crueltyfree.peta.org/company/peace-love-tsd/,,L,
Peacesake,https://crueltyfree.peta.org/company/peacesake/,,,
Pear Nova,https://crueltyfree.peta.org/company/pear-nova/,,,
Pegasus Pro,https://crueltyfree.peta.org/company/pegasus-pro/,,,
Pelle Beauty,https://crueltyfree.peta.org/company/pelle-beauty/,,L,
Pelushly Kozmetik,https://crueltyfree.peta.org/company/pelushly-kozmetik/,,L,
Penta Nova Colors,https://crueltyfree.peta.org/company/penta-nova-colors/,,L,
People’s Beauty,https://crueltyfree.peta.org/company/peoples-beauty/,,,
Per-fékt Beauty,https://crueltyfree.peta.org/company/per-fekt-beauty/,,L,
PER SE,https://crueltyfree.peta.org/company/per-se/,,L,
Perennial Soaps,https://crueltyfree.peta.org/company/perennial-soaps/,,,
PERFECT ANCHOR,https://crueltyfree.peta.org/company/perfect-anchor/,,L,
Perfect Glow Sunless,https://crueltyfree.peta.org/company/perfect-glow-sunless/,,L,
Performance Brands Inc.,https://crueltyfree.peta.org/company/performance-brands-inc/,,,
PERLENBUCHT,https://crueltyfree.peta.org/company/perlenbucht/,,,
Perssential,https://crueltyfree.peta.org/company/perssential/,,L,
Pestle & Mortar,https://crueltyfree.peta.org/company/pestle-mortar/,,L,
Petit Lapin,https://crueltyfree.peta.org/company/petit-lapin/,,L,
Petrüm Cosmetica Consciente,https://crueltyfree.peta.org/company/petrum-cosmetica-consciente/,,L,
